,All occupied household spaces,One person,Two people,Three people,Four people,Five people,Six people,Seven people,Eight or more people
S01006968,224,59,89,40,24,11,1,0,0
S01006969,412,140,153,50,54,13,2,0,0
S01006970,258,32,102,44,59,20,0,0,1
S01006971,248,95,84,41,19,8,0,0,1
S01006972,192,34,71,31,36,16,1,2,1
S01006973,234,58,95,54,23,4,0,0,0
S01006974,393,68,147,79,63,32,2,2,0
S01006975,386,81,165,53,62,19,4,2,0
S01006976,172,21,76,41,26,4,2,2,0
S01006977,316,54,125,63,48,20,4,2,0
S01006978,371,101,148,55,47,15,5,0,0
S01006979,369,105,144,52,50,15,3,0,0
S01006980,326,53,136,53,63,19,2,0,0
S01006981,321,69,123,54,59,12,3,1,0
S01006982,359,84,123,62,62,23,4,1,0
S01006983,289,58,114,46,42,26,2,0,1
S01006984,275,54,107,42,54,16,2,0,0
S01006985,432,127,152,63,68,18,4,0,0
S01006986,243,47,77,54,46,16,2,1,0
S01006987,294,92,101,52,35,12,0,1,1
S01006988,218,32,75,44,44,17,5,1,0
S01006989,375,60,132,66,87,26,2,2,0
S01006990,313,36,110,57,80,22,8,0,0
S01006991,216,88,74,24,18,9,3,0,0
S01006992,241,45,100,42,36,15,3,0,0
S01006993,202,33,80,33,40,14,1,1,0
S01006994,226,40,95,51,26,12,2,0,0
S01006995,331,53,138,65,48,19,8,0,0
S01006996,306,73,98,62,45,22,5,1,0
S01006997,292,54,106,42,64,20,4,2,0
S01006998,450,95,188,79,63,21,2,2,0
S01006999,334,63,143,50,50,22,4,1,1
S01007000,414,127,155,60,54,15,2,1,0
S01007001,388,100,155,61,50,19,3,0,0
S01007002,230,46,84,43,28,24,5,0,0
S01007003,205,35,89,29,39,12,0,0,1
S01007004,304,84,122,35,41,15,5,0,2
S01007005,348,52,157,53,60,20,3,3,0
S01007006,394,114,155,56,46,18,4,0,1
S01007007,338,86,124,44,53,25,4,1,1
S01007008,450,167,130,78,54,17,1,2,1
S01007009,496,209,162,55,46,17,5,2,0
S01007010,392,153,147,42,42,8,0,0,0
S01007011,463,237,133,41,37,10,4,0,1
S01007012,322,99,128,52,26,11,5,1,0
S01007013,222,40,97,33,35,14,1,1,1
S01007014,381,70,138,77,67,24,4,1,0
S01007015,247,55,95,43,32,13,7,1,1
S01007016,213,29,85,41,34,18,2,3,1
S01007017,476,186,164,58,48,16,3,0,1
S01007018,421,101,181,57,62,15,4,0,1
S01007019,309,106,111,45,34,12,1,0,0
S01007020,411,194,130,43,35,9,0,0,0
S01007021,403,137,148,48,48,22,0,0,0
S01007022,209,54,73,40,32,10,0,0,0
S01007023,203,51,80,30,23,14,4,1,0
S01007024,416,89,197,40,54,27,5,2,2
S01007025,389,140,130,50,47,16,6,0,0
S01007026,412,157,147,43,47,16,2,0,0
S01007027,481,157,173,61,63,20,4,1,2
S01007028,315,86,128,43,39,13,3,0,3
S01007029,221,48,94,28,30,12,6,1,2
S01007030,338,84,129,49,50,25,1,0,0
S01007031,285,105,92,38,31,13,4,2,0
S01007032,507,256,136,49,42,21,3,0,0
S01007033,338,111,128,40,45,12,1,1,0
S01007034,266,89,93,37,32,12,3,0,0
S01007035,375,143,119,64,35,12,1,1,0
S01007036,401,125,146,47,60,18,4,1,0
S01007037,453,148,154,73,53,21,2,1,1
S01007038,328,114,101,54,34,14,7,3,1
S01007039,368,106,133,52,58,14,5,0,0
S01007040,301,109,103,42,34,11,1,0,1
S01007041,344,135,115,48,28,16,2,0,0
S01007042,318,98,119,32,43,23,3,0,0
S01007043,382,75,153,66,61,22,4,1,0
S01007044,306,97,128,28,39,10,4,0,0
S01007045,325,63,151,49,37,18,3,1,3
S01007046,259,80,102,35,27,13,2,0,0
S01007047,261,47,120,32,41,12,6,2,1
S01007048,359,80,143,67,42,19,7,1,0
S01007049,415,131,143,66,52,19,2,1,1
S01007050,295,102,100,47,36,7,2,1,0
S01007051,332,97,119,57,41,11,6,1,0
S01007052,233,51,87,48,34,10,3,0,0
S01007053,191,35,77,30,35,9,5,0,0
S01007054,434,148,147,64,58,12,4,1,0
S01007055,196,42,69,29,37,14,5,0,0
S01007056,221,27,85,55,25,24,4,0,1
S01007057,247,75,105,38,24,5,0,0,0
S01007058,288,113,106,33,28,8,0,0,0
S01007059,433,117,166,57,72,16,3,2,0
S01007060,231,44,79,61,27,12,6,1,1
S01007061,346,50,144,60,64,20,5,2,1
S01007062,272,48,125,43,45,8,3,0,0
S01007063,282,78,104,39,45,11,4,0,1
S01007064,253,45,109,48,37,12,2,0,0
S01007065,249,63,96,47,35,7,0,1,0
S01007066,252,44,101,46,45,13,2,1,0
S01007067,254,74,109,35,25,10,1,0,0
S01007068,329,97,138,54,30,9,0,0,1
S01007069,338,83,124,50,49,27,3,1,1
S01007070,247,100,84,28,27,8,0,0,0
S01007071,356,109,115,61,57,13,1,0,0
S01007072,246,44,90,51,42,18,1,0,0
S01007073,358,80,138,41,73,18,6,1,1
S01007074,292,74,125,47,36,8,2,0,0
S01007075,305,95,94,46,46,23,0,1,0
S01007076,289,56,98,61,53,16,3,2,0
S01007077,311,81,145,47,29,8,1,0,0
S01007078,398,144,140,54,46,11,3,0,0
S01007079,522,259,151,53,43,13,2,0,1
S01007080,386,145,137,60,32,10,1,1,0
S01007081,370,94,113,74,53,23,10,2,1
S01007082,233,83,59,41,32,11,5,2,0
S01007083,451,188,135,86,32,5,2,1,2
S01007084,273,106,95,36,25,11,0,0,0
S01007085,366,148,107,60,33,14,3,0,1
S01007086,573,278,141,94,33,22,2,2,1
S01007087,439,208,117,60,34,14,4,1,1
S01007088,247,83,88,42,24,7,2,1,0
S01007089,217,52,88,28,32,13,4,0,0
S01007090,243,79,85,39,28,10,2,0,0
S01007091,280,40,72,73,60,29,4,0,2
S01007092,307,120,107,45,23,10,1,1,0
S01007093,417,114,165,64,58,12,4,0,0
S01007094,354,64,158,53,54,18,5,0,2
S01007095,209,39,79,41,30,13,5,0,2
S01007096,316,59,115,44,81,11,5,1,0
S01007097,188,31,81,32,31,9,3,0,1
S01007098,288,40,96,64,63,20,4,1,0
S01007099,338,79,100,67,68,18,3,2,1
S01007100,298,71,114,50,46,13,4,0,0
S01007101,342,90,129,66,38,15,1,3,0
S01007102,260,46,101,42,47,13,8,2,1
S01007103,330,85,106,54,61,19,4,0,1
S01007104,197,41,83,28,32,12,0,1,0
S01007105,238,76,74,46,29,13,0,0,0
S01007106,319,102,114,54,28,17,4,0,0
S01007107,256,36,113,36,46,20,4,1,0
S01007108,226,42,100,34,28,15,5,1,1
S01007109,371,120,136,54,41,15,4,1,0
S01007110,324,94,93,66,49,14,5,2,1
S01007111,225,59,90,33,31,10,1,1,0
S01007112,214,40,92,34,30,14,4,0,0
S01007113,231,79,88,35,17,7,3,1,1
S01007114,378,103,134,64,62,13,2,0,0
S01007115,257,66,84,41,48,16,2,0,0
S01007116,315,26,79,61,113,29,7,0,0
S01007117,177,23,79,28,31,14,2,0,0
S01007118,282,68,98,62,41,13,0,0,0
S01007119,330,85,107,66,50,19,1,2,0
S01007120,483,153,159,98,54,17,2,0,0
S01007121,294,169,68,20,19,16,2,0,0
S01007122,287,124,81,37,29,15,1,0,0
S01007123,313,125,99,48,34,5,1,0,1
S01007124,380,94,138,69,61,17,0,1,0
S01007125,351,106,102,66,41,26,5,5,0
S01007126,399,145,95,79,58,19,1,2,0
S01007127,446,164,130,74,43,26,6,2,1
S01007128,411,173,116,69,36,11,6,0,0
S01007129,374,68,152,62,67,20,5,0,0
S01007130,280,91,100,45,35,8,1,0,0
S01007131,341,98,132,51,44,13,2,1,0
S01007132,297,73,124,46,37,13,1,2,1
S01007133,262,55,95,44,50,13,4,0,1
S01007134,317,85,118,52,46,14,2,0,0
S01007135,221,51,79,40,31,16,3,1,0
S01007136,185,16,76,34,40,14,3,1,1
S01007137,248,24,69,57,75,20,3,0,0
S01007138,243,55,96,40,39,7,4,1,1
S01007139,324,66,141,54,50,12,1,0,0
S01007140,405,84,157,65,70,25,4,0,0
S01007141,249,37,93,46,49,18,5,1,0
S01007142,153,7,14,27,79,22,4,0,0
S01007143,203,7,45,48,86,16,1,0,0
S01007144,240,53,105,26,37,16,2,0,1
S01007145,408,123,168,57,46,8,4,2,0
S01007146,334,102,127,38,52,12,2,0,1
S01007147,305,68,139,42,42,13,1,0,0
S01007148,204,24,91,36,41,12,0,0,0
S01007149,237,55,113,33,26,5,2,3,0
S01007150,350,120,151,47,27,3,1,0,1
S01007151,331,71,118,52,66,17,5,1,1
S01007152,237,68,89,34,37,7,2,0,0
S01007153,286,83,115,43,35,9,1,0,0
S01007154,453,250,136,35,18,9,3,2,0
S01007155,305,107,114,41,33,10,0,0,0
S01007156,308,71,122,66,37,11,1,0,0
S01007157,279,80,96,51,40,11,0,0,1
S01007158,386,95,137,67,71,11,5,0,0
S01007159,407,142,158,60,34,12,1,0,0
S01007160,377,116,145,67,31,14,3,1,0
S01007161,317,96,119,54,37,9,2,0,0
S01007162,271,114,93,42,15,5,2,0,0
S01007163,392,101,175,67,38,8,1,1,1
S01007164,257,74,110,36,29,8,0,0,0
S01007165,330,80,124,63,46,15,2,0,0
S01007166,328,126,111,32,37,18,3,1,0
S01007167,331,67,143,55,55,9,2,0,0
S01007168,415,101,171,68,61,10,4,0,0
S01007169,326,102,102,57,48,13,4,0,0
S01007170,268,65,107,43,36,9,5,3,0
S01007171,364,105,159,46,37,13,3,1,0
S01007172,333,61,169,45,37,17,3,1,0
S01007173,327,47,115,81,67,12,3,1,1
S01007174,286,43,86,43,70,37,7,0,0
S01007175,294,77,129,40,34,11,2,1,0
S01007176,290,65,111,49,53,10,2,0,0
S01007177,303,110,107,46,31,9,0,0,0
S01007178,505,198,162,81,41,20,3,0,0
S01007179,384,79,170,62,57,15,1,0,0
S01007180,347,105,147,43,41,9,1,1,0
S01007181,317,83,126,46,47,12,3,0,0
S01007182,526,229,169,67,54,6,0,0,1
S01007183,560,240,196,61,54,8,0,1,0
S01007184,594,321,169,57,33,8,5,1,0
S01007185,422,194,122,60,31,12,3,0,0
S01007186,327,174,84,37,21,10,1,0,0
S01007187,498,302,120,52,17,4,3,0,0
S01007188,328,162,102,35,18,9,1,0,1
S01007189,461,273,112,42,26,7,1,0,0
S01007190,378,113,166,42,44,10,3,0,0
S01007191,274,81,97,52,37,5,2,0,0
S01007192,286,101,93,58,22,10,1,1,0
S01007193,289,59,94,59,48,22,6,1,0
S01007194,276,87,98,34,34,19,3,1,0
S01007195,237,59,85,42,35,11,5,0,0
S01007196,278,43,97,59,52,18,8,0,1
S01007197,286,100,91,51,25,13,5,1,0
S01007198,229,69,74,46,28,8,3,1,0
S01007199,306,81,93,53,47,19,4,4,5
S01007200,405,145,144,60,45,10,1,0,0
S01007201,350,105,152,54,29,9,1,0,0
S01007202,350,118,135,52,37,5,3,0,0
S01007203,250,47,94,49,43,13,4,0,0
S01007204,426,112,184,65,47,16,1,1,0
S01007205,263,37,134,35,33,17,4,3,0
S01007206,212,106,57,28,17,4,0,0,0
S01007207,420,133,167,61,48,10,1,0,0
S01007208,550,287,152,55,47,8,1,0,0
S01007209,389,194,120,45,20,8,1,1,0
S01007210,387,183,100,48,36,14,4,2,0
S01007211,498,237,133,71,38,15,4,0,0
S01007212,259,92,97,33,26,10,0,1,0
S01007213,423,159,155,53,40,14,1,0,1
S01007214,424,230,127,45,15,5,0,0,2
S01007215,397,182,119,54,28,10,2,2,0
S01007216,315,99,121,41,41,12,1,0,0
S01007217,460,180,152,67,49,10,2,0,0
S01007218,353,58,168,54,52,15,5,1,0
S01007219,386,143,134,50,49,9,1,0,0
S01007220,330,143,86,39,45,13,4,0,0
S01007221,273,51,112,41,47,19,3,0,0
S01007222,320,53,137,66,44,15,5,0,0
S01007223,200,42,70,36,39,10,2,0,1
S01007224,279,85,107,40,39,8,0,0,0
S01007225,369,93,148,51,57,17,3,0,0
S01007226,322,71,130,55,42,16,5,1,2
S01007227,425,137,159,40,65,18,5,1,0
S01007228,260,60,98,37,46,17,2,0,0
S01007229,455,96,195,75,62,20,6,1,0
S01007230,358,158,92,48,49,8,1,2,0
S01007231,372,179,109,44,32,4,4,0,0
S01007232,381,178,129,31,29,6,5,3,0
S01007233,347,101,131,56,41,15,3,0,0
S01007234,263,93,83,30,31,19,5,1,1
S01007235,407,181,143,41,32,7,0,3,0
S01007236,305,113,116,37,33,5,1,0,0
S01007237,325,105,116,47,45,11,1,0,0
S01007238,417,124,165,69,46,8,5,0,0
S01007239,367,105,163,38,46,10,4,1,0
S01007240,233,49,118,26,24,16,0,0,0
S01007241,242,45,100,43,36,12,6,0,0
S01007242,447,124,194,61,46,16,5,0,1
S01007243,255,66,100,51,27,9,1,1,0
S01007244,303,62,143,44,40,9,4,0,1
S01007245,310,95,122,53,32,6,1,1,0
S01007246,237,43,115,39,27,12,1,0,0
S01007247,279,71,122,32,41,12,1,0,0
S01007248,310,61,137,40,55,14,3,0,0
S01007249,174,48,77,25,20,4,0,0,0
S01007250,432,197,141,48,33,11,2,0,0
S01007251,250,102,80,26,30,10,1,1,0
S01007252,315,61,124,54,55,19,2,0,0
S01007253,358,86,166,54,42,10,0,0,0
S01007254,401,179,112,61,38,11,0,0,0
S01007255,374,133,132,60,37,6,5,1,0
S01007256,407,184,118,62,27,12,3,1,0
S01007257,296,124,96,39,23,8,3,2,1
S01007258,410,168,125,48,45,19,3,1,1
S01007259,414,175,125,58,43,11,1,0,1
S01007260,418,150,145,66,43,10,4,0,0
S01007261,356,109,140,57,33,14,1,2,0
S01007262,301,81,105,56,46,11,0,2,0
S01007263,366,114,153,51,38,9,0,1,0
S01007264,339,111,129,43,42,7,6,1,0
S01007265,472,171,141,73,56,25,4,2,0
S01007266,305,98,103,58,34,8,4,0,0
S01007267,222,47,104,32,30,5,3,1,0
S01007268,249,57,109,38,29,11,3,1,1
S01007269,224,60,81,41,32,6,3,1,0
S01007270,205,66,71,36,22,7,3,0,0
S01007271,448,150,170,68,44,13,1,1,1
S01007272,417,175,118,66,42,12,1,3,0
S01007273,296,75,121,57,36,6,1,0,0
S01007274,456,247,119,43,30,11,5,1,0
S01007275,243,71,98,32,27,12,2,0,1
S01007276,369,100,146,55,50,15,3,0,0
S01007277,327,80,148,40,39,17,2,1,0
S01007278,227,50,91,42,36,8,0,0,0
S01007279,240,67,91,37,35,7,2,0,1
S01007280,237,65,89,38,24,12,8,1,0
S01007281,361,92,129,65,46,21,6,1,1
S01007282,228,65,85,33,27,13,4,1,0
S01007283,482,166,208,46,42,16,4,0,0
S01007284,403,153,146,47,39,11,6,0,1
S01007285,358,96,146,54,37,20,3,1,1
S01007286,460,174,168,60,44,12,1,1,0
S01007287,281,117,105,19,26,12,1,0,1
S01007288,252,76,114,32,21,7,0,1,1
S01007289,323,72,129,58,39,18,7,0,0
S01007290,276,53,76,52,67,19,4,3,2
S01007291,329,143,110,35,33,5,3,0,0
S01007292,320,81,119,55,46,12,6,1,0
S01007293,310,67,101,80,40,16,5,1,0
S01007294,378,125,119,63,50,13,8,0,0
S01007295,307,180,73,30,17,6,1,0,0
S01007296,354,222,100,17,9,4,1,0,1
S01007297,444,194,145,46,40,16,3,0,0
S01007298,244,85,82,43,19,13,1,1,0
S01007299,387,154,133,50,39,7,4,0,0
S01007300,241,109,76,26,25,5,0,0,0
S01007301,311,82,130,38,44,11,6,0,0
S01007302,280,92,102,36,36,8,5,1,0
S01007303,366,90,148,53,54,19,2,0,0
S01007304,310,88,138,39,28,12,4,1,0
S01007305,305,69,125,47,47,14,3,0,0
S01007306,342,109,121,61,36,12,3,0,0
S01007307,337,93,132,49,43,15,4,1,0
S01007308,339,104,146,34,33,17,3,0,2
S01007309,277,83,114,42,23,11,3,1,0
S01007310,380,128,160,35,37,14,5,1,0
S01007311,343,125,122,41,40,10,4,0,1
S01007312,355,103,171,25,35,16,5,0,0
S01007313,436,122,196,49,49,14,4,2,0
S01007314,292,86,127,36,30,11,2,0,0
S01007315,434,144,159,63,56,10,2,0,0
S01007316,449,200,157,43,32,14,1,2,0
S01007317,266,80,78,52,35,19,2,0,0
S01007318,274,89,102,34,34,14,1,0,0
S01007319,369,159,119,48,32,10,1,0,0
S01007320,353,123,134,49,33,12,1,1,0
S01007321,271,74,130,34,23,5,4,0,1
S01007322,376,165,125,40,38,6,1,1,0
S01007323,227,87,90,25,21,2,2,0,0
S01007324,167,73,62,14,9,6,3,0,0
S01007325,393,147,143,48,31,20,2,1,1
S01007326,346,100,152,42,32,16,4,0,0
S01007327,350,109,138,52,38,10,1,2,0
S01007328,390,134,146,45,43,19,3,0,0
S01007329,314,104,113,41,37,14,4,1,0
S01007330,375,115,182,36,34,5,3,0,0
S01007331,419,106,170,59,61,19,4,0,0
S01007332,219,63,88,23,30,13,2,0,0
S01007333,367,122,138,59,36,10,2,0,0
S01007334,391,199,102,37,32,18,3,0,0
S01007335,412,180,127,63,28,9,5,0,0
S01007336,302,182,75,25,14,3,1,0,2
S01007337,380,215,108,20,25,10,1,1,0
S01007338,302,69,110,54,47,19,3,0,0
S01007339,302,123,109,26,31,11,2,0,0
S01007340,273,154,74,25,11,6,2,1,0
S01007341,394,177,145,35,29,7,0,1,0
S01007342,359,106,152,43,39,14,4,0,1
S01007343,302,95,132,28,31,14,2,0,0
S01007344,242,118,86,16,14,6,1,0,1
S01007345,315,165,71,44,22,10,3,0,0
S01007346,351,227,84,25,12,3,0,0,0
S01007347,351,190,102,34,20,5,0,0,0
S01007348,280,116,79,40,27,11,6,1,0
S01007349,189,42,75,35,28,6,3,0,0
S01007350,331,204,76,30,9,8,3,0,1
S01007351,355,152,146,31,20,4,1,1,0
S01007352,230,58,118,31,16,5,2,0,0
S01007353,282,68,137,42,19,8,5,1,2
S01007354,403,139,192,38,25,7,1,0,1
S01007355,464,173,201,47,24,14,2,2,1
S01007356,350,110,166,39,25,6,3,1,0
S01007357,388,149,143,40,44,10,2,0,0
S01007358,368,103,147,58,32,25,2,1,0
S01007359,371,117,141,56,39,12,4,0,2
S01007360,236,63,119,30,18,5,1,0,0
S01007361,507,215,189,53,29,15,3,2,1
S01007362,316,94,125,36,38,15,6,2,0
S01007363,348,142,128,43,26,8,0,0,1
S01007364,409,154,116,72,44,20,2,1,0
S01007365,215,75,76,30,23,8,3,0,0
S01007366,276,166,64,23,15,6,2,0,0
S01007367,295,135,103,31,13,9,3,1,0
S01007368,233,91,48,50,23,19,1,0,1
S01007369,378,158,106,56,46,8,4,0,0
S01007370,389,185,113,52,28,7,4,0,0
S01007371,320,116,100,45,38,15,4,2,0
S01007372,374,121,149,45,40,16,1,2,0
S01007373,283,94,122,24,27,11,3,2,0
S01007374,217,54,83,35,28,12,4,0,1
S01007375,216,60,103,24,20,8,1,0,0
S01007376,371,115,129,58,50,17,2,0,0
S01007377,279,54,136,39,33,15,0,2,0
S01007378,231,55,95,41,25,10,5,0,0
S01007379,234,92,79,28,25,10,0,0,0
S01007380,229,59,67,44,42,14,3,0,0
S01007381,191,39,84,26,30,7,5,0,0
S01007382,281,87,89,51,40,13,0,1,0
S01007383,349,107,151,47,27,13,2,2,0
S01007384,332,86,125,51,50,16,4,0,0
S01007385,404,138,160,70,26,7,2,1,0
S01007386,337,69,150,56,45,13,4,0,0
S01007387,289,33,134,45,52,17,7,1,0
S01007388,256,37,104,45,52,16,2,0,0
S01007389,198,27,59,42,39,28,3,0,0
S01007390,193,28,53,46,41,17,6,2,0
S01007391,223,39,88,45,36,12,3,0,0
S01007392,200,55,83,30,23,7,2,0,0
S01007393,308,117,108,35,29,16,2,1,0
S01007394,335,165,99,31,23,14,2,0,1
S01007395,516,324,139,30,22,1,0,0,0
S01007396,477,268,142,41,22,4,0,0,0
S01007397,443,164,164,40,54,17,4,0,0
S01007398,279,73,93,51,37,17,1,5,2
S01007399,324,146,93,45,28,10,1,1,0
S01007400,344,152,104,37,31,17,2,1,0
S01007401,290,82,102,48,46,10,2,0,0
S01007402,260,70,91,50,39,8,2,0,0
S01007403,261,25,57,59,96,19,5,0,0
S01007404,193,57,79,31,15,9,1,1,0
S01007405,277,71,105,44,39,14,3,0,1
S01007406,252,58,104,42,33,11,4,0,0
S01007407,315,86,127,39,53,8,1,1,0
S01007408,256,72,84,53,38,9,0,0,0
S01007409,308,110,104,46,32,13,1,2,0
S01007410,291,83,97,53,34,17,4,2,1
S01007411,437,180,136,64,42,11,1,2,1
S01007412,212,69,76,31,24,8,1,2,1
S01007413,360,70,135,74,64,13,1,3,0
S01007414,244,34,70,62,61,13,3,1,0
S01007415,374,110,136,64,46,13,5,0,0
S01007416,223,37,81,54,29,17,3,1,1
S01007417,406,81,176,68,60,17,3,0,1
S01007418,292,81,117,55,29,6,1,2,1
S01007419,332,77,99,74,52,22,6,2,0
S01007420,296,42,111,66,56,18,3,0,0
S01007421,282,72,98,67,36,5,3,1,0
S01007422,261,86,100,42,28,4,1,0,0
S01007423,325,84,116,71,40,9,5,0,0
S01007424,340,74,156,53,45,10,2,0,0
S01007425,373,88,155,62,54,12,2,0,0
S01007426,344,165,102,35,30,10,1,0,1
S01007427,309,100,127,51,22,7,2,0,0
S01007428,465,216,151,42,42,9,5,0,0
S01007429,324,115,111,44,31,18,3,2,0
S01007430,211,78,83,22,12,12,4,0,0
S01007431,218,45,80,38,43,10,1,1,0
S01007432,354,101,140,62,42,8,0,1,0
S01007433,350,103,129,61,35,18,4,0,0
S01007434,242,91,87,37,15,12,0,0,0
S01007435,327,134,101,45,40,5,2,0,0
S01007436,356,168,106,46,28,6,1,0,1
S01007437,230,98,79,33,15,5,0,0,0
S01007438,338,136,118,42,38,3,1,0,0
S01007439,337,124,125,50,28,10,0,0,0
S01007440,295,102,95,53,32,12,1,0,0
S01007441,226,35,106,42,37,6,0,0,0
S01007442,198,34,98,31,23,9,3,0,0
S01007443,387,122,151,51,38,23,2,0,0
S01007444,427,147,149,57,58,12,2,1,1
S01007445,265,65,108,43,33,13,3,0,0
S01007446,201,28,88,28,38,13,6,0,0
S01007447,209,47,88,44,22,7,0,1,0
S01007448,367,86,151,65,46,16,1,2,0
S01007449,458,142,184,77,39,14,1,1,0
S01007450,332,114,95,58,41,15,6,3,0
S01007451,283,86,115,34,36,11,1,0,0
S01007452,209,59,64,31,35,17,3,0,0
S01007453,212,20,72,46,47,19,6,2,0
S01007454,190,29,71,43,31,11,2,3,0
S01007455,388,123,139,75,37,12,2,0,0
S01007456,394,135,131,72,42,12,2,0,0
S01007457,465,156,158,70,58,20,2,1,0
S01007458,224,53,91,41,32,6,0,1,0
S01007459,291,90,104,52,36,9,0,0,0
S01007460,345,117,139,52,24,8,5,0,0
S01007461,372,174,122,53,15,6,1,1,0
S01007462,371,140,133,47,33,13,5,0,0
S01007463,377,93,117,69,52,36,6,3,1
S01007464,313,111,110,39,30,20,3,0,0
S01007465,380,153,117,64,29,15,0,1,1
S01007466,581,332,157,57,19,11,3,0,2
S01007467,523,244,166,66,36,10,1,0,0
S01007468,333,100,138,52,36,4,3,0,0
S01007469,250,59,96,47,28,15,3,2,0
S01007470,335,142,103,40,27,18,2,3,0
S01007471,203,56,66,42,33,4,1,1,0
S01007472,273,105,93,44,24,7,0,0,0
S01007473,227,99,74,33,16,2,3,0,0
S01007474,213,43,83,35,40,11,1,0,0
S01007475,257,65,106,45,28,10,2,0,1
S01007476,317,107,133,35,39,2,0,1,0
S01007477,247,84,88,36,25,13,0,1,0
S01007478,433,168,150,54,43,14,3,0,1
S01007479,275,101,92,41,34,7,0,0,0
S01007480,327,95,106,53,60,10,2,0,1
S01007481,394,116,180,52,34,10,2,0,0
S01007482,253,117,87,22,16,9,2,0,0
S01007483,340,109,111,58,39,18,3,2,0
S01007484,285,135,77,40,26,7,0,0,0
S01007485,219,74,70,41,26,8,0,0,0
S01007486,255,104,77,33,25,13,3,0,0
S01007487,498,270,130,50,29,17,2,0,0
S01007488,483,179,168,67,42,18,8,0,1
S01007489,406,139,155,58,37,17,0,0,0
S01007490,378,113,130,62,50,16,5,2,0
S01007491,460,112,163,94,59,25,3,4,0
S01007492,332,125,122,42,33,8,2,0,0
S01007493,368,105,135,75,44,7,1,1,0
S01007494,239,69,101,30,27,9,2,1,0
S01007495,345,72,145,63,42,15,7,0,1
S01007496,470,142,207,57,43,16,3,2,0
S01007497,264,81,99,39,28,14,3,0,0
S01007498,416,159,165,41,34,14,3,0,0
S01007499,358,92,132,74,40,17,2,1,0
S01007500,288,100,111,36,34,5,2,0,0
S01007501,325,100,151,35,27,9,3,0,0
S01007502,248,88,101,22,25,9,1,2,0
S01007503,482,154,204,50,50,15,6,3,0
S01007504,321,109,132,37,27,11,5,0,0
S01007505,179,41,73,32,25,4,2,2,0
S01007506,237,69,108,29,18,10,1,2,0
S01007507,455,170,178,50,44,9,4,0,0
S01007508,329,109,136,37,36,7,3,1,0
S01007509,274,76,109,41,35,9,4,0,0
S01007510,459,152,184,56,40,15,10,2,0
S01007511,370,122,133,54,34,21,4,2,0
S01007512,247,85,97,31,19,12,3,0,0
S01007513,468,170,139,76,58,15,8,2,0
S01007514,247,89,95,28,23,10,1,1,0
S01007515,254,72,107,31,37,6,1,0,0
S01007516,257,75,89,40,31,12,8,1,1
S01007517,224,91,89,27,13,3,1,0,0
S01007518,381,139,125,54,38,22,2,1,0
S01007519,215,62,104,35,12,2,0,0,0
S01007520,446,156,163,56,40,19,11,1,0
S01007521,202,68,80,20,22,7,3,2,0
S01007522,476,198,172,52,34,16,2,2,0
S01007523,229,58,100,31,25,8,3,2,2
S01007524,385,87,175,56,50,12,4,0,1
S01007525,237,73,101,30,27,5,1,0,0
S01007526,385,181,123,35,34,8,3,0,1
S01007527,374,118,170,39,32,9,3,3,0
S01007528,363,153,117,43,34,13,3,0,0
S01007529,308,83,151,30,35,6,3,0,0
S01007530,223,59,85,40,23,13,3,0,0
S01007531,313,92,133,37,39,7,5,0,0
S01007532,248,65,102,31,28,14,4,3,1
S01007533,222,58,84,35,26,16,3,0,0
S01007534,428,130,172,65,43,13,4,0,1
S01007535,492,178,165,74,51,21,2,1,0
S01007536,443,168,158,47,50,12,7,1,0
S01007537,518,200,208,61,38,8,2,1,0
S01007538,366,85,148,52,57,20,2,1,1
S01007539,331,113,149,32,26,10,1,0,0
S01007540,450,211,153,41,31,11,3,0,0
S01007541,337,103,138,52,35,6,2,1,0
S01007542,416,163,127,66,53,4,2,1,0
S01007543,481,143,187,71,59,14,7,0,0
S01007544,496,145,233,54,49,12,3,0,0
S01007545,359,101,146,48,51,11,2,0,0
S01007546,223,42,92,37,34,16,2,0,0
S01007547,239,70,90,36,31,7,3,2,0
S01007548,304,86,116,48,35,15,3,0,1
S01007549,298,100,134,26,22,12,2,2,0
S01007550,449,160,191,40,41,14,2,1,0
S01007551,395,119,170,57,26,16,7,0,0
S01007552,401,134,135,45,68,14,4,0,1
S01007553,376,113,132,56,44,24,6,0,1
S01007554,221,85,87,24,21,4,0,0,0
S01007555,238,77,88,44,23,4,2,0,0
S01007556,227,109,59,22,27,6,3,1,0
S01007557,478,139,164,74,74,17,9,1,0
S01007558,189,52,83,27,14,8,4,0,1
S01007559,308,79,127,38,38,21,5,0,0
S01007560,440,151,172,52,44,13,8,0,0
S01007561,357,143,139,46,19,8,2,0,0
S01007562,365,97,136,64,52,14,2,0,0
S01007563,396,117,163,48,43,20,5,0,0
S01007564,323,82,130,45,42,19,4,0,1
S01007565,396,98,167,55,43,28,2,2,1
S01007566,275,43,116,52,42,16,5,0,1
S01007567,233,43,95,42,39,11,3,0,0
S01007568,295,83,119,49,31,13,0,0,0
S01007569,342,95,146,45,29,21,5,0,1
S01007570,295,72,124,52,34,11,1,1,0
S01007571,240,63,109,27,33,4,3,1,0
S01007572,370,102,135,54,54,18,7,0,0
S01007573,329,55,102,75,77,17,3,0,0
