,Aged 4 years and under,Aged 75 and above,lone parent with dependent childern,Non-white,unpaid care 20h+,Detached,Semi-detached,Terraced,Flat,Shared house,Owned: Owns outright,Owns with a mortgage or loan or shared ownership,Social rented,Private rented,Entry-level education and below,Economically active: Employee: Part-time,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Unemploy,Elementary occupations,English not as main language,large household size >5 people,under occupancy,No central heating,Electric only
S01009731,2.0,18.9,0.3,4.8,2.7,70.9,23.4,4.0,1.1,0.7,65.7,19.3,0.7,10.9,24.7,9.5,32.4,16.8,1.0,0.7,4.6,9.2,1.0,0.0,92.3,0.4,3.6
S01009732,1.7,8.0,0.9,7.3,2.4,18.4,29.8,11.1,29.0,10.3,40.7,11.6,7.0,36.6,21.7,5.4,12.0,40.4,2.3,1.1,3.5,17.8,2.5,0.6,63.7,4.4,12.8
S01009733,4.4,8.9,0.8,0.8,4.7,34.8,18.2,18.2,0.4,1.2,55.9,28.2,2.6,10.6,40.6,17.1,23.4,5.0,2.5,3.0,4.3,11.6,1.9,0.0,83.7,5.3,8.8
S01009734,4.6,12.2,2.7,3.2,3.1,54.8,28.6,12.0,1.7,2.4,40.8,30.6,5.2,18.7,28.6,12.9,16.7,8.1,2.0,1.7,4.3,10.2,1.3,1.3,88.1,1.0,8.6
S01009735,1.3,13.2,0.8,23.5,1.7,67.9,20.9,2.5,6.1,2.2,62.7,25.4,0.9,9.5,18.5,4.1,15.5,45.0,1.6,0.3,1.1,7.9,0.3,1.8,92.0,1.8,3.7
S01009736,0.1,6.7,0.0,21.7,0.4,10.3,8.5,12.1,36.3,28.6,31.9,5.4,9.3,48.8,22.8,0.8,2.5,77.2,0.2,0.1,0.3,28.7,0.4,1.5,41.6,1.8,25.6
S01009737,8.1,5.0,2.6,1.3,4.3,9.2,49.1,33.6,0.6,1.8,21.4,16.7,22.3,4.0,48.9,14.2,11.5,2.7,4.9,3.2,7.6,13.8,1.0,1.2,74.9,0.3,5.6
S01009738,3.8,7.6,2.6,2.1,2.4,13.6,22.0,14.4,47.5,2.1,16.8,40.7,11.7,27.1,48.0,12.0,13.4,4.4,1.7,2.3,6.1,13.3,2.2,0.5,74.3,1.4,15.4
S01009739,5.8,2.5,2.0,1.7,2.5,21.0,41.5,35.9,0.3,1.0,10.9,30.9,14.5,10.2,29.9,12.5,5.3,6.7,4.2,2.7,6.7,9.5,0.3,0.7,80.7,0.4,5.5
S01009740,4.5,9.9,5.7,1.8,4.4,10.0,39.4,33.2,15.1,1.2,28.0,28.0,28.4,9.9,56.4,12.9,17.4,5.7,4.5,4.0,6.0,17.7,1.5,0.8,65.0,0.8,22.6
S01009741,3.8,0.9,0.8,1.7,2.5,19.8,70.6,5.1,4.0,0.6,7.3,7.9,14.0,8.5,39.1,6.3,1.3,1.6,7.2,0.6,3.5,3.3,0.3,5.5,77.4,0.0,11.6
S01009742,2.7,13.0,1.0,1.4,1.6,71.9,17.2,7.2,2.3,0.9,41.3,25.2,2.9,23.8,29.4,11.3,20.5,4.3,4.6,2.0,7.4,7.6,0.4,1.5,85.9,3.9,7.8
S01009743,2.9,12.5,2.3,1.1,2.9,60.0,22.5,12.3,3.9,1.1,44.0,37.2,6.1,9.2,36.5,13.3,24.5,2.9,3.0,1.4,4.9,6.9,1.4,0.7,84.0,1.6,12.0
S01009744,3.2,12.0,1.3,0.9,3.3,63.2,24.3,8.2,0.6,1.8,43.5,41.2,2.0,8.8,37.4,12.5,21.5,3.9,2.8,1.9,3.7,9.6,0.7,0.7,88.6,1.0,10.1
S01009745,4.7,12.7,2.0,2.4,3.8,58.3,30.0,10.6,0.9,0.2,40.7,42.0,6.4,7.7,36.6,15.8,20.3,4.2,2.6,1.7,4.2,8.2,0.4,0.7,87.7,1.5,11.2
S01009746,2.0,9.2,1.4,1.1,4.7,54.4,27.0,14.3,1.2,1.9,35.4,30.4,1.7,24.5,31.1,10.9,17.2,4.2,5.3,2.1,4.6,8.6,0.9,2.1,89.5,3.4,10.5
S01009747,3.7,11.2,3.4,2.0,3.7,20.3,17.1,12.6,44.7,3.5,27.0,34.9,18.3,16.0,43.7,12.8,16.6,3.6,2.0,5.1,7.9,11.8,1.1,0.9,68.9,1.5,15.4
S01009748,4.3,8.2,1.8,1.4,3.3,37.5,26.4,26.4,6.8,2.6,37.5,44.1,9.4,7.7,39.5,15.6,24.2,3.6,1.8,2.7,5.6,10.1,1.5,0.7,79.9,1.0,3.0
S01009749,3.5,10.8,1.6,2.4,5.2,29.4,34.6,17.2,11.5,5.4,41.4,37.4,12.7,6.6,38.4,14.3,18.4,4.4,2.9,2.8,6.7,9.4,1.0,1.4,77.2,1.4,3.8
S01009750,6.1,6.8,3.2,2.2,4.0,15.6,41.4,8.6,31.6,2.8,27.3,35.4,22.5,9.3,50.4,14.5,16.0,3.5,3.3,4.3,9.0,11.8,1.1,0.3,70.4,1.3,5.1
S01009751,6.2,6.6,3.6,1.7,5.3,12.0,28.5,12.5,42.1,4.1,24.8,35.8,27.3,9.3,52.2,14.7,16.1,4.3,2.1,4.1,9.7,12.6,1.5,1.4,64.2,0.8,3.7
S01009752,5.4,10.7,1.5,2.2,4.3,41.9,21.7,9.7,11.6,15.0,51.5,37.3,1.9,8.1,19.8,14.6,21.0,4.1,1.4,0.7,6.4,3.4,0.3,0.4,91.9,1.2,9.6
S01009753,2.9,21.3,1.4,3.1,3.1,15.1,13.7,14.8,33.3,21.4,38.7,33.6,18.3,7.5,34.1,11.5,21.9,5.2,1.7,2.0,6.5,5.4,1.3,0.6,71.2,1.5,16.8
S01009754,4.8,13.9,2.9,0.9,2.1,21.6,30.8,7.3,27.1,12.8,38.4,36.0,15.4,7.8,35.1,12.3,18.7,8.1,2.2,2.8,7.5,6.5,1.9,1.8,73.9,3.7,5.2
S01009755,2.8,13.6,3.1,3.7,3.0,23.5,29.0,16.4,12.6,18.4,40.9,42.7,5.0,10.0,28.9,11.7,16.2,5.1,3.6,2.2,6.1,4.5,0.3,0.0,82.9,1.1,3.6
S01009756,4.1,11.1,1.8,1.1,3.0,35.1,33.9,20.2,7.8,3.1,41.9,40.9,8.8,6.9,31.2,12.0,22.1,5.7,2.7,1.2,6.0,6.1,0.7,0.9,83.1,0.6,1.6
S01009757,3.9,11.2,2.1,1.8,1.5,32.9,49.5,9.0,3.6,4.7,48.3,39.1,7.0,4.4,24.7,11.5,22.4,5.9,2.8,1.8,2.8,3.5,0.5,1.5,89.3,0.0,1.8
S01009758,3.3,16.4,2.8,7.4,4.0,18.9,37.0,6.2,37.9,0.0,22.3,62.0,3.7,7.4,51.2,12.5,11.6,4.0,1.8,3.1,6.9,9.6,6.2,1.7,56.2,7.9,7.0
S01009759,8.1,2.3,10.7,9.7,4.3,1.2,1.2,1.2,96.3,0.2,3.4,6.0,88.5,1.7,67.2,15.4,7.1,6.1,9.5,8.5,22.8,31.6,4.6,1.2,43.6,3.4,24.2
S01009760,8.9,4.2,8.6,6.9,7.2,0.7,12.7,4.9,81.5,0.2,16.7,18.4,57.0,7.9,70.7,16.3,12.0,4.6,7.5,11.7,18.4,23.6,3.9,1.2,53.6,1.2,3.4
S01009761,4.4,6.7,3.5,11.6,5.6,11.1,41.0,22.5,25.4,0.0,28.9,54.9,5.8,8.8,58.6,15.2,12.9,5.7,4.1,4.3,9.2,13.4,2.7,2.7,59.7,3.4,5.6
S01009762,6.6,2.3,6.5,8.6,4.0,1.7,4.3,3.6,89.7,0.7,2.6,8.2,86.3,2.6,65.9,13.8,9.1,5.3,7.0,13.9,19.3,25.4,3.4,0.7,47.4,0.7,4.6
S01009763,5.0,4.4,2.3,24.5,3.5,63.4,19.4,1.9,14.2,0.7,25.8,64.0,3.4,5.3,35.4,12.6,8.7,7.0,5.9,1.7,4.7,5.0,1.1,4.9,78.4,1.1,5.3
S01009764,5.8,3.7,6.2,16.0,4.7,4.1,41.4,10.0,44.5,0.0,3.8,33.3,57.0,5.2,64.5,16.1,8.1,3.1,6.0,9.5,22.8,13.4,3.4,0.7,45.7,1.4,41.9
S01009765,5.3,11.2,4.2,22.8,3.8,5.4,57.7,11.5,24.7,0.8,8.1,47.6,33.8,8.1,62.7,15.9,8.4,4.9,4.8,6.3,12.3,11.3,2.3,3.4,44.5,1.8,16.5
S01009766,3.6,4.4,4.3,5.0,2.8,7.3,53.6,27.9,10.3,0.9,17.7,69.3,3.0,7.8,52.0,15.7,7.2,4.9,3.1,3.8,5.4,9.5,2.0,1.3,60.2,3.9,8.2
S01009767,9.3,3.6,4.8,6.6,5.9,5.3,42.3,31.3,20.3,0.9,9.3,27.3,59.9,2.2,73.4,12.8,15.0,3.6,5.6,11.9,18.4,13.1,3.9,1.8,46.7,0.4,2.6
S01009768,10.7,1.7,7.2,12.5,4.4,11.6,16.1,3.9,68.1,0.4,2.5,31.5,56.6,7.9,60.6,17.8,4.6,3.1,4.2,10.3,19.3,10.5,4.1,1.4,48.7,1.8,3.2
S01009769,7.2,6.5,3.5,13.0,2.4,19.8,37.9,9.5,32.0,0.4,8.4,69.1,5.6,12.9,47.6,12.2,7.5,3.3,3.3,2.6,7.7,7.0,1.2,1.2,64.3,2.4,4.0
S01009770,5.9,5.8,2.8,31.8,4.1,31.0,46.1,20.2,2.3,0.4,20.2,66.1,2.3,9.7,52.5,17.6,11.7,7.0,5.0,4.0,6.1,7.9,2.8,2.7,65.4,0.4,5.8
S01009771,6.9,4.0,2.4,34.7,5.1,42.9,43.2,10.3,3.7,0.0,20.1,70.1,1.7,7.1,48.7,10.7,7.2,6.3,7.5,4.9,10.0,7.9,1.3,3.7,81.6,0.3,3.1
S01009772,3.7,13.1,3.5,10.7,2.7,14.3,48.0,15.8,22.0,0.0,21.8,67.5,0.7,9.6,54.1,12.7,9.8,3.3,3.7,2.5,9.8,7.9,1.6,1.1,50.6,7.4,8.9
S01009773,6.9,1.7,1.0,48.5,2.1,79.6,4.4,3.3,4.4,7.7,8.9,76.0,2.2,12.3,39.0,15.2,2.2,13.0,9.4,2.2,6.5,3.9,1.9,7.3,80.4,1.1,2.8
S01009774,7.0,1.5,2.1,49.7,2.5,89.7,3.9,1.9,3.9,0.6,9.3,84.8,2.6,3.3,37.2,16.7,2.0,8.2,8.2,2.0,4.0,4.2,3.0,10.6,84.8,2.0,2.6
S01009775,9.4,3.2,4.9,3.0,8.4,1.4,9.2,22.3,66.9,0.3,13.1,21.4,56.0,8.1,76.7,15.1,15.2,8.6,5.2,16.6,17.1,26.4,4.7,1.7,55.2,1.7,0.6
S01009776,11.6,2.4,13.2,1.9,4.6,3.6,25.7,11.1,59.6,0.0,6.5,6.2,84.4,1.6,79.0,16.8,7.4,3.0,7.7,18.9,30.6,23.3,1.2,0.0,42.7,1.0,4.2
S01009777,4.3,4.8,8.7,7.5,3.3,0.7,11.1,12.2,74.2,1.8,6.0,33.5,24.1,34.2,69.8,12.0,8.7,5.7,3.6,12.3,14.5,21.5,3.5,0.8,36.5,17.7,35.0
S01009778,5.1,10.4,3.8,4.7,8.0,2.6,14.9,51.6,30.7,0.2,13.0,14.7,66.5,5.1,80.6,9.6,27.8,3.9,4.0,15.1,11.4,16.9,5.6,0.7,48.9,1.2,6.0
S01009779,7.5,10.7,8.1,5.0,3.6,1.4,18.0,9.8,67.8,3.4,7.2,11.4,74.5,5.9,75.7,15.5,16.0,6.9,6.1,10.1,21.9,18.9,5.2,0.3,41.4,1.0,19.0
S01009780,5.4,2.1,9.2,7.4,7.1,7.3,70.5,5.0,16.8,0.5,2.7,4.1,89.0,3.2,71.5,18.9,6.7,6.9,6.0,12.0,32.0,32.0,2.2,4.1,48.9,0.0,3.7
S01009781,2.9,7.2,6.8,2.7,7.8,2.7,36.4,11.1,49.3,0.4,12.5,17.9,67.0,2.2,79.6,16.3,16.6,3.3,6.6,11.7,14.8,24.1,4.0,2.2,58.0,0.9,3.1
S01009782,7.8,0.8,7.0,11.5,4.0,2.5,75.2,5.4,15.8,0.5,4.5,52.0,32.5,9.5,55.6,13.5,3.6,4.3,6.6,7.1,14.5,11.1,0.6,1.5,58.0,0.5,4.5
S01009783,5.0,4.3,7.6,3.0,5.9,4.7,50.8,25.6,18.6,0.0,3.9,29.4,62.3,4.5,71.9,18.0,9.6,3.5,5.9,12.5,16.9,19.3,2.0,1.3,40.0,1.0,3.9
S01009784,5.9,4.2,6.5,2.9,8.3,3.5,37.1,24.9,32.9,0.3,4.9,8.1,82.2,3.9,74.3,15.0,11.6,7.2,5.5,17.0,20.8,22.7,3.4,1.3,54.7,1.3,1.0
S01009785,4.6,5.5,6.2,5.4,7.9,1.2,44.0,17.3,36.7,0.6,14.5,17.4,65.2,2.4,77.1,13.6,14.8,4.4,6.0,13.6,18.2,17.5,5.9,1.2,55.5,1.5,3.2
S01009786,6.8,9.3,9.3,5.3,4.4,0.9,7.7,17.2,74.5,0.0,13.6,17.6,63.8,3.8,75.1,14.5,15.2,5.3,5.3,11.1,24.1,23.7,3.9,0.7,48.7,4.5,29.2
S01009787,5.8,8.2,6.2,2.2,7.2,4.3,16.5,9.5,68.9,0.5,17.8,22.4,53.8,4.1,75.3,16.7,15.9,4.4,5.6,11.8,23.7,18.8,4.2,2.2,56.0,1.1,3.0
S01009788,5.6,9.7,3.7,2.3,9.7,1.7,26.1,20.0,51.5,0.7,32.2,34.2,25.7,6.2,72.5,15.5,19.8,4.5,4.5,8.8,10.3,16.8,4.0,1.2,72.5,2.5,4.0
S01009789,4.3,7.9,4.0,3.0,8.1,0.5,20.9,29.9,48.8,0.0,27.3,30.6,33.8,6.3,70.7,14.0,17.6,4.6,4.3,11.1,9.0,14.2,4.8,1.0,63.4,1.8,3.0
S01009790,5.2,8.2,4.9,0.3,8.3,1.5,19.6,41.2,35.4,2.3,25.1,39.8,28.2,5.8,71.9,16.2,15.6,4.7,3.8,6.8,12.6,14.4,3.9,2.3,62.9,1.9,1.5
S01009791,6.3,4.1,6.6,4.7,9.2,0.4,7.1,40.6,49.5,0.7,19.6,23.8,44.5,10.3,74.8,12.6,14.0,5.2,6.3,12.6,24.7,18.4,3.7,2.1,60.1,1.4,7.5
S01009792,6.0,3.3,2.1,26.5,3.8,52.3,20.5,12.4,11.2,3.6,11.5,74.3,2.8,9.3,37.0,12.7,4.5,6.9,5.5,3.0,5.0,5.7,1.0,4.0,82.4,0.6,0.9
S01009793,6.8,4.7,1.7,6.9,5.5,18.3,46.4,4.0,30.7,0.2,38.0,43.0,7.9,10.3,52.0,12.1,18.3,3.8,3.5,5.3,7.0,9.3,2.5,1.2,63.9,1.9,2.6
S01009794,4.6,4.6,1.0,3.1,1.6,13.0,81.2,2.4,2.9,0.0,17.1,75.9,1.5,4.0,40.9,15.5,4.1,2.6,1.6,1.6,4.1,6.5,1.0,0.5,92.0,0.0,1.5
S01009795,4.3,3.8,1.9,9.1,3.2,63.4,27.1,6.2,3.4,0.0,20.6,70.7,1.7,4.9,39.4,16.8,7.0,5.9,2.7,1.4,5.4,5.8,1.2,3.8,91.3,0.7,1.7
S01009796,4.4,9.8,1.0,17.8,3.5,36.3,34.4,21.3,8.0,0.0,37.4,54.2,2.3,4.8,46.7,14.9,15.0,3.5,3.2,2.7,3.5,7.0,2.5,2.9,72.6,2.3,16.1
S01009797,5.0,5.9,2.6,14.2,3.9,46.9,29.3,9.4,14.0,0.0,29.7,61.8,2.0,5.9,45.7,14.1,11.4,4.9,2.0,3.1,9.2,7.2,1.6,1.3,77.5,1.0,4.2
S01009798,4.1,5.0,1.9,5.3,3.3,39.3,47.1,11.3,1.9,0.0,23.1,71.4,1.2,4.3,40.5,14.9,6.7,5.9,3.0,1.9,6.1,7.4,1.4,1.6,82.7,0.4,2.0
S01009799,5.3,9.8,7.1,3.1,7.1,1.6,27.9,16.9,50.5,2.2,11.6,13.5,71.1,2.5,75.4,17.7,11.7,4.3,7.8,12.0,22.5,21.6,3.9,1.9,43.8,0.6,8.5
S01009800,6.1,4.1,7.1,3.9,7.1,1.2,22.7,34.3,41.4,0.5,16.3,39.6,33.5,9.0,66.9,16.7,11.0,5.9,5.8,8.1,15.9,14.8,2.2,1.9,56.1,1.9,3.5
S01009801,5.0,6.7,6.0,4.1,8.1,1.7,25.3,38.2,33.3,1.4,19.5,29.7,43.6,4.9,76.4,15.9,15.5,5.6,6.4,8.8,20.9,20.6,2.8,3.8,66.0,1.2,2.0
S01009802,5.2,8.7,7.1,5.0,5.6,0.0,25.1,22.1,52.9,0.0,10.4,39.0,46.4,3.0,65.2,13.5,8.4,6.1,6.8,9.1,13.5,12.2,3.9,1.9,53.8,0.5,5.6
S01009803,4.3,11.3,5.9,6.4,5.7,1.1,27.0,8.5,62.4,0.8,14.0,24.8,53.1,7.5,71.2,10.8,15.3,9.2,5.9,10.2,16.8,17.6,5.7,1.1,52.3,4.9,7.0
S01009804,3.7,5.1,3.1,3.9,1.4,1.9,5.7,20.6,69.4,2.4,13.0,55.3,14.4,14.4,48.7,10.5,5.4,1.9,2.3,23.2,4.7,3.0,1.6,0.0,49.0,0.5,10.1
S01009805,5.0,16.6,6.1,5.9,7.4,5.1,40.0,25.1,27.2,0.3,15.8,33.2,38.8,9.9,71.5,14.1,13.6,8.6,4.5,8.9,15.5,17.9,3.9,2.7,60.2,1.6,1.9
S01009806,5.7,20.0,3.2,6.3,4.3,2.6,5.7,3.7,86.2,1.8,25.8,31.4,28.0,13.2,60.8,15.7,14.9,4.6,3.1,9.6,10.2,12.9,3.8,0.9,54.0,3.8,22.2
S01009807,5.3,5.8,5.6,9.4,5.4,0.4,2.5,1.9,94.7,0.6,20.8,33.0,34.3,11.1,60.9,16.8,11.0,3.7,6.1,9.5,13.5,17.9,4.5,0.4,52.3,3.0,34.7
S01009808,4.0,9.7,8.0,26.5,4.1,0.6,2.6,0.8,95.7,0.2,9.8,22.9,58.2,7.0,64.2,13.8,8.2,8.2,6.3,8.0,23.9,21.7,5.5,0.5,39.0,7.7,54.0
S01009809,6.2,4.6,5.8,4.4,4.2,1.5,2.1,3.5,92.6,0.3,25.1,35.8,22.8,13.6,57.1,16.7,12.0,3.5,4.9,6.1,10.0,15.0,3.4,0.6,59.2,5.0,9.2
S01009810,5.7,6.2,7.6,7.0,6.8,0.9,8.9,14.2,75.2,0.4,13.9,20.1,58.7,5.3,67.7,12.6,15.9,3.0,3.7,13.3,20.1,14.0,4.6,0.7,47.5,2.4,50.8
S01009811,3.5,9.1,5.0,2.3,8.4,0.6,16.2,18.6,64.1,0.6,18.8,29.4,42.7,6.5,68.8,10.6,16.4,4.4,2.8,14.9,11.5,12.6,3.9,1.3,55.2,3.1,19.0
S01009812,5.3,9.2,4.3,3.5,7.4,0.3,14.2,14.0,71.5,0.0,21.8,36.4,31.1,9.6,64.1,9.3,17.1,3.2,4.3,9.5,15.6,15.0,3.2,0.8,67.3,0.8,20.5
S01009813,4.2,5.8,5.9,26.0,6.6,0.5,1.1,0.8,96.8,0.5,3.0,6.3,86.0,3.9,69.0,15.6,11.5,8.7,7.7,11.3,22.9,20.5,3.4,5.4,34.0,2.1,49.3
S01009814,6.2,9.1,3.6,6.4,6.1,13.5,14.3,23.1,47.8,1.1,30.9,43.1,19.6,5.2,50.1,11.9,18.7,5.2,4.2,4.6,9.6,11.9,1.7,2.2,69.1,3.3,12.7
S01009815,5.0,7.3,5.8,1.7,2.5,0.3,5.2,3.2,91.1,0.3,28.0,39.9,18.2,12.1,51.7,15.2,11.3,4.8,2.6,8.4,7.5,9.1,4.0,0.6,56.6,2.3,11.0
S01009816,4.9,5.8,4.7,3.8,3.0,2.1,7.6,18.5,71.7,0.0,24.8,56.7,4.9,12.0,51.4,15.2,11.6,4.8,2.2,4.6,6.6,10.4,0.6,0.9,70.9,3.1,10.1
S01009817,3.8,11.7,4.5,0.4,6.1,1.1,38.8,18.1,42.0,0.0,24.5,35.0,35.6,4.1,64.1,13.4,19.8,3.9,1.2,7.6,10.7,12.2,2.7,1.2,51.6,1.7,3.8
S01009818,2.7,18.6,1.1,2.6,4.6,10.3,60.0,16.6,11.0,2.1,60.1,34.2,1.9,1.7,46.6,10.6,28.5,3.5,1.3,3.5,6.1,6.6,2.6,0.7,86.9,1.0,5.9
S01009819,3.8,14.9,2.9,3.6,6.9,4.6,9.4,30.9,54.4,0.7,37.6,32.0,23.2,5.9,53.4,10.3,25.7,3.3,4.2,7.2,6.8,5.6,2.7,1.0,66.3,2.6,13.1
S01009820,4.1,9.2,3.2,4.0,6.7,3.3,17.1,23.9,54.1,1.1,32.4,38.2,23.8,4.5,57.5,12.5,16.9,3.8,3.5,6.9,7.0,7.9,4.0,0.9,67.0,2.2,14.6
S01009821,6.7,9.3,4.2,6.5,3.8,10.8,31.5,10.8,45.8,1.2,36.5,50.2,5.5,6.7,44.5,11.4,16.7,5.1,2.4,2.2,9.0,6.5,2.3,2.0,84.7,2.0,2.7
S01009822,4.9,6.9,5.8,6.1,7.9,16.2,18.3,52.8,12.7,0.0,19.9,51.3,19.9,8.4,58.9,11.7,13.2,3.6,4.8,6.3,17.4,14.4,2.4,1.0,73.8,4.2,2.1
S01009823,6.5,16.4,6.0,3.8,6.3,0.6,7.6,39.2,52.5,0.0,20.9,35.3,30.1,11.8,73.8,13.8,15.0,6.4,5.6,10.4,17.2,14.7,3.6,1.0,58.5,1.6,2.6
S01009824,4.7,6.3,5.4,6.5,6.6,11.9,12.2,33.8,42.2,0.0,17.8,47.4,27.4,4.7,64.9,13.1,12.5,2.4,5.4,7.6,11.6,14.5,3.9,1.4,63.3,0.5,2.7
S01009825,5.0,5.8,5.4,4.5,6.5,1.8,11.6,37.3,48.9,0.4,16.0,32.1,46.5,4.0,69.6,12.9,10.9,4.6,4.7,10.5,18.9,20.0,2.8,0.9,54.6,2.7,16.7
S01009826,7.1,5.3,4.8,2.9,7.0,2.6,5.5,29.8,62.1,0.0,22.8,32.9,38.6,4.8,74.8,12.2,11.7,4.7,5.5,10.2,19.9,16.3,3.0,4.4,65.8,1.8,5.3
S01009827,5.7,6.7,5.0,5.2,7.6,1.1,6.2,47.6,45.1,0.0,23.7,32.2,36.5,6.5,71.8,13.1,14.9,5.8,6.2,8.8,13.8,17.2,4.0,1.6,62.7,2.7,3.8
S01009828,5.2,10.6,5.5,5.3,8.6,1.0,4.5,12.3,81.6,0.5,11.7,15.7,67.0,4.1,71.0,11.8,17.2,2.2,4.4,16.2,19.6,16.6,5.2,1.8,44.9,2.8,58.1
S01009829,4.7,5.5,6.2,7.7,4.6,1.0,2.9,2.9,92.8,0.6,18.4,35.2,31.2,13.1,58.5,12.1,10.4,4.5,4.5,7.6,16.0,10.8,1.5,0.2,45.5,2.7,40.8
S01009830,5.5,7.8,6.1,5.2,6.0,1.5,8.9,12.8,76.3,0.6,21.0,44.1,13.7,19.1,66.4,13.7,11.8,4.2,5.4,5.7,17.5,13.3,4.3,0.6,68.7,4.0,2.4
S01009831,7.1,5.1,6.4,4.2,3.5,0.9,3.2,2.8,92.4,0.3,26.8,46.6,2.6,18.8,52.0,17.9,9.3,3.9,2.9,2.7,12.7,13.0,1.4,0.3,66.5,1.3,2.6
S01009832,6.5,8.3,3.6,6.5,6.3,2.3,15.0,3.3,79.3,0.0,34.2,37.1,12.9,13.7,53.3,14.8,16.0,2.6,3.1,4.7,10.9,10.3,2.2,1.1,71.1,2.5,5.3
S01009833,12.3,1.2,3.4,7.4,5.6,0.0,29.7,19.2,44.4,5.0,16.4,53.8,13.4,14.7,53.9,11.3,9.8,3.9,1.8,10.7,7.7,13.4,3.2,0.8,59.2,5.0,9.7
S01009834,7.0,3.4,7.1,8.2,4.8,1.1,32.5,12.7,52.0,0.8,3.5,38.7,51.3,5.4,60.8,16.2,5.4,5.4,4.0,10.6,15.7,16.7,3.9,0.8,51.1,1.1,2.4
S01009835,7.0,2.6,9.7,2.1,7.2,0.8,9.8,12.9,76.5,0.0,12.8,20.5,62.4,2.3,72.9,17.8,13.0,3.7,3.7,12.5,13.6,25.9,3.6,0.4,51.9,2.7,17.4
S01009836,3.8,6.5,3.0,5.5,8.8,8.9,23.7,35.2,31.6,0.5,27.5,47.3,16.4,6.5,64.8,12.7,14.8,4.0,1.9,8.4,11.6,15.3,2.0,1.4,68.6,2.4,4.8
S01009837,2.8,10.7,3.6,1.6,7.8,1.3,11.8,25.7,60.4,0.5,17.7,24.2,52.7,3.3,74.3,12.5,18.5,1.5,2.5,13.1,10.2,16.7,5.5,0.0,59.2,3.0,37.8
S01009838,4.6,5.7,7.3,6.5,5.0,0.5,5.7,11.5,82.1,0.2,20.6,24.2,40.9,13.2,61.9,11.0,13.7,2.7,3.2,9.9,21.3,18.2,3.3,0.5,47.1,2.5,3.0
S01009839,6.6,3.0,8.6,5.9,3.0,0.3,1.3,1.6,95.8,0.8,5.7,11.4,73.7,7.8,61.4,12.3,8.9,4.3,4.7,13.0,21.5,19.6,4.2,0.3,23.6,4.7,4.1
S01009840,4.8,10.7,3.3,0.7,9.5,2.1,17.2,22.6,55.8,2.1,23.8,34.9,35.6,5.1,72.3,14.6,21.1,3.0,2.3,10.4,14.6,18.4,4.2,1.1,57.1,1.7,2.3
S01009841,5.8,5.1,6.4,14.9,3.4,0.6,1.1,2.4,92.9,3.0,5.9,6.9,80.5,5.2,57.1,10.9,11.7,7.2,2.6,10.6,19.8,23.8,4.0,0.2,30.8,5.2,16.7
S01009842,5.1,1.4,6.9,17.3,4.0,1.4,6.0,20.8,70.4,1.1,6.3,12.0,72.3,6.9,62.8,12.5,4.5,9.2,7.4,9.4,25.4,26.5,4.6,1.2,35.2,4.5,0.9
S01009843,4.4,3.9,5.0,11.6,5.8,1.9,9.5,28.9,59.7,0.0,6.1,15.5,74.2,3.2,74.4,9.6,13.9,4.3,7.3,17.3,23.8,25.7,4.9,2.3,41.6,1.3,4.2
S01009844,6.4,5.2,6.1,11.5,2.1,1.3,0.0,2.1,93.5,4.4,1.9,2.2,90.0,3.3,72.3,7.7,7.5,4.5,4.9,14.6,31.7,31.5,6.9,1.4,15.8,1.7,9.7
S01009845,4.8,2.1,7.9,22.0,3.1,0.2,1.1,1.4,97.3,0.9,1.1,4.5,82.3,11.1,58.8,11.3,3.5,5.5,7.8,10.9,32.5,29.9,5.8,0.5,13.9,6.1,11.1
S01009846,4.9,4.0,6.8,12.2,4.6,4.5,18.6,21.9,53.9,1.3,10.4,20.2,60.3,7.8,64.6,14.6,12.6,4.3,4.8,11.1,20.3,25.1,3.4,1.1,39.5,4.1,3.9
S01009847,7.6,3.1,10.6,8.2,3.9,0.3,2.2,4.0,92.9,0.3,4.7,14.0,72.4,7.1,61.8,13.1,7.5,4.9,5.8,10.0,17.3,22.8,3.2,0.0,22.0,2.5,2.2
S01009848,5.1,5.4,3.9,6.0,9.2,1.0,28.2,28.9,41.9,0.0,24.3,30.0,38.4,6.8,72.2,14.6,12.9,4.5,4.4,13.8,17.1,22.6,3.7,1.3,61.6,1.6,3.7
S01009849,5.5,10.3,4.1,2.3,5.2,0.2,2.2,3.3,93.8,0.4,27.6,28.8,30.6,10.1,64.7,9.8,18.9,2.9,3.3,11.0,9.3,13.4,3.9,0.0,60.7,2.2,6.7
S01009850,3.8,8.3,3.3,5.1,6.3,1.2,14.7,3.4,79.8,0.4,25.0,38.3,22.2,12.1,64.3,11.0,17.3,3.5,3.4,8.1,9.0,12.7,3.1,1.5,48.3,7.0,8.5
S01009851,3.5,9.1,3.6,2.7,7.6,0.6,14.9,9.1,75.0,0.2,23.0,25.1,45.3,5.1,68.9,13.6,18.8,3.2,2.9,9.6,12.3,15.1,4.8,0.2,57.2,3.4,17.0
